cowcode,stateabb,statename,relevance,from,to,group,size,status,warid,warid2,groupid,cowgroupid
710,CHN,China,Yes,1977,1983,Naxi,0.0013,POWERLESS,,,28000,71028000
710,CHN,China,Yes,1977,1983,Tu,0.001,POWERLESS,,,39000,71039000
710,CHN,China,Yes,1977,1983,Mulao,0.0009,POWERLESS,,,27000,71027000
710,CHN,China,Yes,1977,1983,Xibe,0.0008,POWERLESS,,,44000,71044000
710,CHN,China,Yes,1977,1983,Kirgiz,0.0007,POWERLESS,,,18000,71018000
710,CHN,China,Yes,1977,1983,Daur,0.0006,POWERLESS,,,8000,71008000
710,CHN,China,Yes,1977,1983,Blang,0.0004,POWERLESS,,,3000,71003000
710,CHN,China,Yes,1977,1983,Salar,0.0004,POWERLESS,,,33000,71033000
710,CHN,China,Yes,1977,1983,Maonan,0.0004,POWERLESS,,,24000,71024000
710,CHN,China,Yes,1977,1983,Tajiks,0.0002,POWERLESS,,,37000,71037000
710,CHN,China,Yes,1977,1983,Pumi,0.0001,POWERLESS,,,30000,71030000
710,CHN,China,Yes,1977,1983,Achang,0.0001,POWERLESS,,,1000,71001000
710,CHN,China,Yes,1977,1983,Yugur,0.0001,POWERLESS,,,47000,71047000
710,CHN,China,Yes,1977,1983,Uzbeks,0.0001,POWERLESS,,,42000,71042000
710,CHN,China,Yes,1977,1983,Evenk,0.0001,POWERLESS,,,11000,71011000
710,CHN,China,Yes,1977,1983,Jinuo,0.0001,POWERLESS,,,16000,71016000
710,CHN,China,Yes,1977,1983,Bonan,0.0001,POWERLESS,,,4000,71004000
710,CHN,China,Yes,1977,1983,Jing,0.0001,POWERLESS,,,15000,71015000
710,CHN,China,Yes,1977,1983,Russians,0.0001,POWERLESS,,,32000,71032000
710,CHN,China,Yes,1977,1983,Nu,0.0001,POWERLESS,,,29000,71029000
710,CHN,China,Yes,1984,2005,Chinese (Han),0.565,MONOPOLY,,,6000,71006000
710,CHN,China,Yes,1984,2005,Zhuang,0.067,REGIONAL AUTONOMY,,,48000,71048000
710,CHN,China,Yes,1984,2005,Manchu,0.045,REGIONAL AUTONOMY,,,23000,71023000
710,CHN,China,Yes,1984,2005,Hui,0.041,REGIONAL AUTONOMY,,,14000,71014000
710,CHN,China,Yes,1984,2005,Miao,0.037,REGIONAL AUTONOMY,,,25000,71025000
710,CHN,China,Yes,1984,2005,Uyghur,0.035,REGIONAL AUTONOMY,,,41000,71041000
710,CHN,China,Yes,1984,2005,Tujia,0.034,REGIONAL AUTONOMY,,,40000,71040000
710,CHN,China,Yes,1984,2005,Yi,0.032,REGIONAL AUTONOMY,,,46000,71046000
710,CHN,China,Yes,1984,2005,Mongolians,0.024,REGIONAL AUTONOMY,,,26000,71026000
710,CHN,China,Yes,1984,2005,Tibetans,0.023,REGIONAL AUTONOMY,,,38000,71038000
710,CHN,China,Yes,1984,2005,Bouyei,0.012,REGIONAL AUTONOMY,,,5000,71005000
710,CHN,China,Yes,1984,2005,Dong,0.012,REGIONAL AUTONOMY,,,9000,71009000
710,CHN,China,Yes,1984,2005,Yao,0.011,REGIONAL AUTONOMY,,,45000,71045000
710,CHN,China,Yes,1984,2005,Koreans,0.008,REGIONAL AUTONOMY,,,19000,71019000
710,CHN,China,Yes,1984,2005,Bai,0.0077,REGIONAL AUTONOMY,,,2000,71002000
710,CHN,China,Yes,1984,2005,Hani,0.006,REGIONAL AUTONOMY,,,13000,71013000
710,CHN,China,Yes,1984,2005,Kazakhs,0.0052,REGIONAL AUTONOMY,,,17000,71017000
710,CHN,China,Yes,1984,2005,Li,0.0052,REGIONAL AUTONOMY,,,21000,71021000
710,CHN,China,Yes,1984,2005,Dai,0.0048,REGIONAL AUTONOMY,,,7000,71007000
710,CHN,China,Yes,1984,2005,She,0.003,REGIONAL AUTONOMY,,,34000,71034000
710,CHN,China,Yes,1984,2005,Lisu,0.0026,REGIONAL AUTONOMY,,,22000,71022000
710,CHN,China,Yes,1984,2005,Gelo,0.0024,REGIONAL AUTONOMY,,,12000,71012000
710,CHN,China,Yes,1984,2005,Dongxiang,0.0021,REGIONAL AUTONOMY,,,10000,71010000
710,CHN,China,Yes,1984,2005,Lahu,0.0019,REGIONAL AUTONOMY,,,20000,71020000
710,CHN,China,Yes,1984,2005,Shui,0.0017,REGIONAL AUTONOMY,,,35000,71035000
710,CHN,China,Yes,1984,2005,Wa,0.0017,REGIONAL AUTONOMY,,,43000,71043000
710,CHN,China,Yes,1984,2005,Naxi,0.0013,REGIONAL AUTONOMY,,,28000,71028000
710,CHN,China,Yes,1984,2005,Qiang,0.0013,REGIONAL AUTONOMY,,,31000,71031000
710,CHN,China,Yes,1984,2005,Tu,0.001,REGIONAL AUTONOMY,,,39000,71039000
710,CHN,China,Yes,1984,2005,Mulao,0.0009,REGIONAL AUTONOMY,,,27000,71027000
710,CHN,China,Yes,1984,2005,Xibe,0.0008,REGIONAL AUTONOMY,,,44000,71044000
710,CHN,China,Yes,1984,2005,Kirgiz,0.0007,REGIONAL AUTONOMY,,,18000,71018000
710,CHN,China,Yes,1984,2005,Daur,0.0006,REGIONAL AUTONOMY,,,8000,71008000
710,CHN,China,Yes,1984,2005,Blang,0.0004,REGIONAL AUTONOMY,,,3000,71003000
710,CHN,China,Yes,1984,2005,Maonan,0.0004,REGIONAL AUTONOMY,,,24000,71024000
710,CHN,China,Yes,1984,2005,Salar,0.0004,REGIONAL AUTONOMY,,,33000,71033000
710,CHN,China,Yes,1984,2005,Tajiks,0.0002,REGIONAL AUTONOMY,,,37000,71037000
710,CHN,China,Yes,1984,2005,Achang,0.0001,REGIONAL AUTONOMY,,,1000,71001000
710,CHN,China,Yes,1984,2005,Jing,0.0001,REGIONAL AUTONOMY,,,15000,71015000
710,CHN,China,Yes,1984,2005,Pumi,0.0001,REGIONAL AUTONOMY,,,30000,71030000
710,CHN,China,Yes,1984,2005,Nu,0.0001,REGIONAL AUTONOMY,,,29000,71029000
710,CHN,China,Yes,1984,2005,Uzbeks,0.0001,REGIONAL AUTONOMY,,,42000,71042000
710,CHN,China,Yes,1984,2005,Yugur,0.0001,REGIONAL AUTONOMY,,,47000,71047000
710,CHN,China,Yes,1984,2005,Jinuo,0.0001,REGIONAL AUTONOMY,,,16000,71016000
710,CHN,China,Yes,1984,2005,Russians,0.0001,REGIONAL AUTONOMY,,,32000,71032000
710,CHN,China,Yes,1984,2005,Evenk,0.0001,REGIONAL AUTONOMY,,,11000,71011000
710,CHN,China,Yes,1984,2005,Bonan,0.0001,REGIONAL AUTONOMY,,,4000,71004000
712,MON,Mongolia,Yes,1946,2005,Mongols,0.86,DOMINANT,,,3000,71203000
712,MON,Mongolia,Yes,1946,2005,Kazakh,0.07,REGIONAL AUTONOMY,,,2000,71202000
713,TAW,Taiwan,Yes,1949,1999,Taiwanese,0.84,JUNIOR PARTNER,,,3000,71303000
713,TAW,Taiwan,Yes,1949,1999,Mainland Chinese,0.14,SENIOR PARTNER,,,2000,71302000
713,TAW,Taiwan,Yes,1949,1999,Aboriginal Taiwanese,0.02,POWERLESS,,,1000,71301000
713,TAW,Taiwan,Yes,2000,2005,Taiwanese,0.84,SENIOR PARTNER,,,3000,71303000
713,TAW,Taiwan,Yes,2000,2005,Mainland Chinese,0.14,JUNIOR PARTNER,,,2000,71302000
713,TAW,Taiwan,Yes,2000,2005,Aboriginal Taiwanese,0.02,POWERLESS,,,1000,71301000
731,PRK,North Korea,No,1948,2005,,,,,,,
732,ROK,South Korea,No,1949,2005,,,,,,,
740,JPN,Japan,Yes,1952,1958,Japanese,0.973,MONOPOLY,,,3000,74003000
740,JPN,Japan,Yes,1952,1958,Burakumin,0.008,IRRELEVANT,,,2000,74002000
740,JPN,Japan,Yes,1952,1958,Okinawans,0.008,IRRELEVANT,,,5000,74005000
740,JPN,Japan,Yes,1952,1958,Koreans,0.006,DISCRIMINATED,,,6000,74006000
740,JPN,Japan,Yes,1952,1958,Ainu,0.00002,IRRELEVANT,,,1000,74001000
740,JPN,Japan,Yes,1959,1971,Japanese,0.973,MONOPOLY,,,3000,74003000
740,JPN,Japan,Yes,1959,1971,Burakumin,0.008,IRRELEVANT,,,2000,74002000
740,JPN,Japan,Yes,1959,1971,Okinawans,0.008,IRRELEVANT,,,5000,74005000
740,JPN,Japan,Yes,1959,1971,Koreans,0.006,POWERLESS,,,6000,74006000
740,JPN,Japan,Yes,1959,1971,Ainu,0.00002,IRRELEVANT,,,1000,74001000
740,JPN,Japan,Yes,1972,1983,Japanese,0.973,MONOPOLY,,,3000,74003000
740,JPN,Japan,Yes,1972,1983,Okinawans,0.008,REGIONAL AUTONOMY,,,5000,74005000
740,JPN,Japan,Yes,1972,1983,Burakumin,0.008,IRRELEVANT,,,2000,74002000
740,JPN,Japan,Yes,1972,1983,Koreans,0.006,POWERLESS,,,6000,74006000
740,JPN,Japan,Yes,1972,1983,Ainu,0.00002,IRRELEVANT,,,1000,74001000
740,JPN,Japan,Yes,1984,2005,Japanese,0.973,MONOPOLY,,,3000,74003000
740,JPN,Japan,Yes,1984,2005,Okinawans,0.008,IRRELEVANT,,,5000,74005000
740,JPN,Japan,Yes,1984,2005,Burakumin,0.008,REGIONAL AUTONOMY,,,2000,74002000
740,JPN,Japan,Yes,1984,2005,Koreans,0.006,POWERLESS,,,6000,74006000
740,JPN,Japan,Yes,1984,2005,Ainu,0.00002,DISCRIMINATED,,,1000,74001000
750,IND,India,Yes,1947,1962,Hindi (non-SC/ST),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1947,1962,Scheduled Castes & Tribes,0.25,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1947,1962,Muslims,0.12,JUNIOR PARTNER,,,13000,75013000
750,IND,India,Yes,1947,1962,Telugu (non-SC/ST),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1947,1962,Marathi (non-SC/ST),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1947,1962,Tamil (non-SC/ST),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1947,1962,Bengali (non-SC/ST),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1947,1962,Gujarati (non-SC/ST),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1947,1962,Kannada (non-SC/ST),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1947,1962,Malyalam (non-SC/ST),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1947,1962,Oriya (non-SC/ST),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1947,1962,Punjabi-Sikhs (non-SC/ST),0.019,JUNIOR PARTNER,,,17000,75017000
750,IND,India,Yes,1947,1962,Assamese (non-SC/ST),0.014,JUNIOR PARTNER,,,1000,75001000
750,IND,India,Yes,1947,1962,Manipuri,0.002,POWERLESS,,,10000,75010000
750,IND,India,Yes,1947,1962,Naga,0.002,POWERLESS,15400,,14000,75014000
750,IND,India,Yes,1947,1962,Mizo,0.001,POWERLESS,,,12000,75012000
750,IND,India,Yes,1947,1962,Bodo,0.001,IRRELEVANT,,,3000,75003000
750,IND,India,Yes,1947,1962,Indigenous Tripuri,0.001,POWERLESS,,,7000,75007000
750,IND,India,Yes,1947,1962,Other Backward Classes (Castes),0,IRRELEVANT,,,16000,75016000
750,IND,India,Yes,1963,1971,Hindi (non-SC/ST),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1963,1971,Scheduled Castes & Tribes,0.25,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1963,1971,Muslims,0.12,JUNIOR PARTNER,,,13000,75013000
750,IND,India,Yes,1963,1971,Telugu (non-SC/ST),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1963,1971,Marathi (non-SC/ST),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1963,1971,Tamil (non-SC/ST),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1963,1971,Bengali (non-SC/ST),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1963,1971,Gujarati (non-SC/ST),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1963,1971,Kannada (non-SC/ST),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1963,1971,Malyalam (non-SC/ST),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1963,1971,Oriya (non-SC/ST),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1963,1971,Punjabi-Sikhs (non-SC/ST),0.019,JUNIOR PARTNER,,,17000,75017000
750,IND,India,Yes,1963,1971,Assamese (non-SC/ST),0.014,JUNIOR PARTNER,,,1000,75001000
750,IND,India,Yes,1963,1971,Manipuri,0.002,POWERLESS,,,10000,75010000
750,IND,India,Yes,1963,1971,Naga,0.002,REGIONAL AUTONOMY,15400,,14000,75014000
750,IND,India,Yes,1963,1971,Indigenous Tripuri,0.001,POWERLESS,,,7000,75007000
750,IND,India,Yes,1963,1971,Mizo,0.001,POWERLESS,19900,,12000,75012000
750,IND,India,Yes,1963,1971,Bodo,0.001,POWERLESS,,,3000,75003000
750,IND,India,Yes,1963,1971,Other Backward Classes (Castes),0,IRRELEVANT,,,16000,75016000
750,IND,India,Yes,1972,1976,Hindi (non-SC/ST),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1972,1976,Scheduled Castes & Tribes,0.25,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1972,1976,Muslims,0.12,JUNIOR PARTNER,,,13000,75013000
750,IND,India,Yes,1972,1976,Telugu (non-SC/ST),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1972,1976,Marathi (non-SC/ST),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1972,1976,Tamil (non-SC/ST),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1972,1976,Bengali (non-SC/ST),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1972,1976,Gujarati (non-SC/ST),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1972,1976,Kannada (non-SC/ST),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1972,1976,Malyalam (non-SC/ST),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1972,1976,Oriya (non-SC/ST),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1972,1976,Punjabi-Sikhs (non-SC/ST),0.019,JUNIOR PARTNER,,,17000,75017000
750,IND,India,Yes,1972,1976,Assamese (non-SC/ST),0.014,JUNIOR PARTNER,,,1000,75001000
750,IND,India,Yes,1972,1976,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000
750,IND,India,Yes,1972,1976,Manipuri,0.002,REGIONAL AUTONOMY,,,10000,75010000
750,IND,India,Yes,1972,1976,Indigenous Tripuri,0.001,POWERLESS,,,7000,75007000
750,IND,India,Yes,1972,1976,Bodo,0.001,POWERLESS,,,3000,75003000
750,IND,India,Yes,1972,1976,Mizo,0.001,POWERLESS,,,12000,75012000
750,IND,India,Yes,1972,1976,Other Backward Classes (Castes),0,IRRELEVANT,,,16000,75016000
750,IND,India,Yes,1977,1986,Hindi (Non SC/ST/OBCs),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1977,1986,Other Backward Classes/Castes,0.134,JUNIOR PARTNER,,,16000,75016000
750,IND,India,Yes,1977,1986,Muslims,0.12,JUNIOR PARTNER,,,13000,75013000
750,IND,India,Yes,1977,1986,Scheduled Castes & Tribes,0.116,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1977,1986,Telugu (Non SC/ST/OBCs),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1977,1986,Marathi (non-SC/ST/OBCs),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1977,1986,Tamil (non-SC/ST/OBCs),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1977,1986,Bengali (non-SC/ST/OBCs),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1977,1986,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1977,1986,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1977,1986,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1977,1986,Oriya (non-SC/ST/OBCs),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1977,1986,Punjabi-Sikhs (non-SC/ST/OBCs),0.019,JUNIOR PARTNER,25700,,17000,75017000
750,IND,India,Yes,1977,1986,Assamese (non-SC/ST/OBCs),0.014,JUNIOR PARTNER,,,1000,75001000
750,IND,India,Yes,1977,1986,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000
750,IND,India,Yes,1977,1986,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000
750,IND,India,Yes,1977,1986,Indigenous Tripuri,0.001,POWERLESS,23900,,7000,75007000
750,IND,India,Yes,1977,1986,Mizo,0.001,POWERLESS,,,12000,75012000
750,IND,India,Yes,1977,1986,Bodo,0.001,POWERLESS,,,3000,75003000
750,IND,India,Yes,1987,1991,Hindi (Non SC/ST OBCs),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1987,1991,Other Backward Classes/Castes,0.134,JUNIOR PARTNER,,,16000,75016000
750,IND,India,Yes,1987,1991,Muslims,0.12,JUNIOR PARTNER,27000,,13000,75013000
750,IND,India,Yes,1987,1991,Scheduled Castes & Tribes,0.116,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1987,1991,Telugu (Non SC/ST/OBCs),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1987,1991,Marathi (non-SC/ST/OBCs),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1987,1991,Tamil (non-SC/ST/OBCs),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1987,1991,Bengali (non-SC/ST/OBCs),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1987,1991,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1987,1991,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1987,1991,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1987,1991,Oriya (non-SC/ST/OBCs),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1987,1991,Punjabi-Sikhs (non-SC/ST/OBCs),0.019,JUNIOR PARTNER,25700,,17000,75017000
750,IND,India,Yes,1987,1991,Assamese (non-SC/ST/OBCs),0.014,JUNIOR PARTNER,27100,,1000,75001000
750,IND,India,Yes,1987,1991,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000
750,IND,India,Yes,1987,1991,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000
750,IND,India,Yes,1987,1991,Indigenous Tripuri,0.001,REGIONAL AUTONOMY,23900,,7000,75007000
750,IND,India,Yes,1987,1991,Mizo,0.001,REGIONAL AUTONOMY,,,12000,75012000
750,IND,India,Yes,1987,1991,Bodo,0.001,POWERLESS,33100,,3000,75003000
750,IND,India,Yes,1992,2005,Hindi (Non SC/ST OBCs),0.263,SENIOR PARTNER,,,5000,75005000
750,IND,India,Yes,1992,2005,Other Backward Classes/Castes,0.134,JUNIOR PARTNER,,,16000,75016000
750,IND,India,Yes,1992,2005,Muslims,0.12,JUNIOR PARTNER,27000,,13000,75013000
750,IND,India,Yes,1992,2005,Scheduled Castes & Tribes,0.116,JUNIOR PARTNER,,,18000,75018000
750,IND,India,Yes,1992,2005,Telugu (Non SC/ST/OBCs),0.053,JUNIOR PARTNER,,,20000,75020000
750,IND,India,Yes,1992,2005,Marathi (non-SC/ST/OBCs),0.053,JUNIOR PARTNER,,,11000,75011000
750,IND,India,Yes,1992,2005,Tamil (non-SC/ST/OBCs),0.047,JUNIOR PARTNER,,,19000,75019000
750,IND,India,Yes,1992,2005,Bengali (non-SC/ST/OBCs),0.039,JUNIOR PARTNER,,,2000,75002000
750,IND,India,Yes,1992,2005,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000
750,IND,India,Yes,1992,2005,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000
750,IND,India,Yes,1992,2005,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000
750,IND,India,Yes,1992,2005,Oriya (non-SC/ST/OBCs),0.02,JUNIOR PARTNER,,,15000,75015000
750,IND,India,Yes,1992,2005,Punjabi-Sikh (non-SC/ST/OBCs),0.019,JUNIOR PARTNER,25700,,17000,75017000
750,IND,India,Yes,1992,2005,Assamese (non-SC/ST/OBCs),0.014,JUNIOR PARTNER,27100,,1000,75001000
750,IND,India,Yes,1992,2005,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000
750,IND,India,Yes,1992,2005,Naga,0.002,REGIONAL AUTONOMY,15401,,14000,75014000
750,IND,India,Yes,1992,2005,Indigenous Tripuri,0.001,REGIONAL AUTONOMY,23900,,7000,75007000
750,IND,India,Yes,1992,2005,Mizo,0.001,REGIONAL AUTONOMY,,,12000,75012000
750,IND,India,Yes,1992,2005,Bodo,0.001,REGIONAL AUTONOMY,33100,,3000,75003000
770,PAK,Pakistan,Yes,1947,1971,Bengali,0.44,DISCRIMINATED,21600,,2000,77002000
770,PAK,Pakistan,Yes,1947,1971,Punjabi,0.33,SENIOR PARTNER,,,5000,77005000
770,PAK,Pakistan,Yes,1947,1971,Sindhi,0.07,JUNIOR PARTNER,,,6000,77006000
770,PAK,Pakistan,Yes,1947,1971,Pashtuns,0.05,JUNIOR PARTNER,,,4000,77004000
770,PAK,Pakistan,Yes,1947,1971,Mohajirs,0.04,DISCRIMINATED,,,3000,77003000
770,PAK,Pakistan,Yes,1947,1971,Baluchis,0.02,POWERLESS,,,1000,77001000
770,PAK,Pakistan,Yes,1947,1971,Ahmadis,0.03,JUNIOR PARTNER,,,7000,77007000
770,PAK,Pakistan,Yes,1947,1971,Hindus,0.02,DISCRIMINATED,,,8000,77008000
770,PAK,Pakistan,Yes,1972,1973,Punjabi,0.64,SENIOR PARTNER,,,5000,77005000
770,PAK,Pakistan,Yes,1972,1973,Sindhi,0.11,JUNIOR PARTNER,,,6000,77006000
770,PAK,Pakistan,Yes,1972,1973,Pashtuns,0.09,JUNIOR PARTNER,,,4000,77004000
770,PAK,Pakistan,Yes,1972,1973,Mohajirs,0.08,DISCRIMINATED,,,3000,77003000
770,PAK,Pakistan,Yes,1972,1973,Baluchis,0.03,POWERLESS,,,1000,77001000
770,PAK,Pakistan,Yes,1972,1973,Ahmadis,0.03,JUNIOR PARTNER,,,7000,77007000
770,PAK,Pakistan,Yes,1972,1973,Hindus,0.02,DISCRIMINATED,,,8000,77008000
770,PAK,Pakistan,Yes,1974,1983,Punjabi,0.64,SENIOR PARTNER,,,5000,77005000
770,PAK,Pakistan,Yes,1974,1983,Sindhi,0.11,JUNIOR PARTNER,,,6000,77006000
770,PAK,Pakistan,Yes,1974,1983,Pashtuns,0.09,JUNIOR PARTNER,,,4000,77004000
770,PAK,Pakistan,Yes,1974,1983,Mohajirs,0.08,DISCRIMINATED,,,3000,77003000
770,PAK,Pakistan,Yes,1974,1983,Baluchis,0.03,POWERLESS,22900,,1000,77001000
770,PAK,Pakistan,Yes,1974,1983,Ahmadis,0.03,POWERLESS,,,7000,77007000
770,PAK,Pakistan,Yes,1974,1983,Hindus,0.02,DISCRIMINATED,,,8000,77008000
770,PAK,Pakistan,Yes,1984,2001,Punjabi,0.64,SENIOR PARTNER,,,5000,77005000
770,PAK,Pakistan,Yes,1984,2001,Sindhi,0.11,JUNIOR PARTNER,,,6000,77006000
770,PAK,Pakistan,Yes,1984,2001,Pashtuns,0.09,JUNIOR PARTNER,,,4000,77004000
770,PAK,Pakistan,Yes,1984,2001,Mohajirs,0.08,DISCRIMINATED,31200,,3000,77003000
770,PAK,Pakistan,Yes,1984,2001,Baluchis,0.03,POWERLESS,,,1000,77001000
770,PAK,Pakistan,Yes,1984,2001,Ahmadis,0.03,DISCRIMINATED,,,7000,77007000
770,PAK,Pakistan,Yes,1984,2001,Hindus,0.02,DISCRIMINATED,,,8000,77008000
770,PAK,Pakistan,Yes,2002,2005,Punjabi,0.64,SENIOR PARTNER,,,5000,77005000
770,PAK,Pakistan,Yes,2002,2005,Sindhi,0.11,JUNIOR PARTNER,,,6000,77006000
770,PAK,Pakistan,Yes,2002,2005,Pashtuns,0.09,JUNIOR PARTNER,,,4000,77004000
770,PAK,Pakistan,Yes,2002,2005,Mohajirs,0.08,DISCRIMINATED,,,3000,77003000
770,PAK,Pakistan,Yes,2002,2005,Baluchis,0.03,POWERLESS,,,1000,77001000
770,PAK,Pakistan,Yes,2002,2005,Ahmadis,0.03,POWERLESS,,,7000,77007000
770,PAK,Pakistan,Yes,2002,2005,Hindus,0.02,DISCRIMINATED,,,8000,77008000
771,BNG,Bangladesh,Yes,1972,1981,Muslims,0.87,DOMINANT,,,2000,77102000
771,BNG,Bangladesh,Yes,1972,1981,Hindus,0.11,DISCRIMINATED,,,1000,77101000
771,BNG,Bangladesh,Yes,1972,1981,Tribal-Buddhists,0.01,DISCRIMINATED,22600,,3000,77103000
771,BNG,Bangladesh,Yes,1972,1981,Biharis,0.002,IRRELEVANT,,,4000,77104000
771,BNG,Bangladesh,Yes,1982,2005,Muslims,0.87,DOMINANT,,,2000,77102000
771,BNG,Bangladesh,Yes,1982,2005,Hindus,0.11,DISCRIMINATED,,,1000,77101000
771,BNG,Bangladesh,Yes,1982,2005,Tribal-Buddhists,0.01,DISCRIMINATED,22600,,3000,77103000
771,BNG,Bangladesh,Yes,1982,2005,Biharis,0.002,DISCRIMINATED,,,4000,77104000
775,MYA,Myanmar,Yes,1948,1957,Bamar (Barman),0.68,SENIOR PARTNER,,,1000,77501000
775,MYA,Myanmar,Yes,1948,1957,Shan,0.085,JUNIOR PARTNER,,,9000,77509000
775,MYA,Myanmar,Yes,1948,1957,Kayin (Karens),0.07,SEPARATIST AUTONOMY,12300,15600,6000,77506000
775,MYA,Myanmar,Yes,1948,1957,Chinese,0.03,DISCRIMINATED,,,3000,77503000
775,MYA,Myanmar,Yes,1948,1957,Zomis (Chins),0.021,DISCRIMINATED,,,11000,77511000
775,MYA,Myanmar,Yes,1948,1957,Indians,0.02,DISCRIMINATED,,,4000,77504000
775,MYA,Myanmar,Yes,1948,1957,Mons,0.02,POWERLESS,12600,,7000,77507000
775,MYA,Myanmar,Yes,1948,1957,Muslim Arakanese,0.02,POWERLESS,12500,,8000,77508000
775,MYA,Myanmar,Yes,1948,1957,Buddhist Arakanese,0.02,POWERLESS,12500,,2000,77502000
775,MYA,Myanmar,Yes,1948,1957,Kachins,0.015,JUNIOR PARTNER,13400,,5000,77505000
775,MYA,Myanmar,Yes,1948,1957,Wa,0.002,POWERLESS,,,10000,77510000
775,MYA,Myanmar,Yes,1958,1958,Bamar (Barman),0.68,SENIOR PARTNER,,,1000,77501000
775,MYA,Myanmar,Yes,1958,1958,Shan,0.085,JUNIOR PARTNER,,,9000,77509000
775,MYA,Myanmar,Yes,1958,1958,Kayin (Karens),0.07,SEPARATIST AUTONOMY,12300,,6000,77506000
